term,definition,tags,domain,link
Autonomous Weapons Debate,The ongoing international debate about the development and use of lethal autonomous weapons systems (LAWS) that can select and engage targets without human intervention. Discussions involve military ethical legal and technical dimensions of AI in warfare.,History;Fundamentals,history,
Data Privacy in AI,Concerns about the collection storage and use of personal data in AI systems. Issues include training data consent model memorization and the tension between large-scale data collection needed for AI development and individual privacy rights.,History;Fundamentals,history,
Algorithmic Bias,Systematic and repeatable errors in computer systems that create unfair outcomes. Algorithmic bias in AI can arise from biased training data biased algorithm design or biased deployment contexts. High-profile examples include facial recognition and criminal justice prediction systems.,History;Fundamentals,history,
Fairness in Machine Learning,The study of how to ensure machine learning systems treat individuals and groups equitably. Research on ML fairness addresses multiple definitions of fairness (demographic parity equalized odds individual fairness) and techniques for achieving them.,History;Fundamentals,history,
AI and Employment,The ongoing debate about how AI and automation will affect jobs and the labor market. Predictions range from mass unemployment to job transformation and augmentation. Historical precedents from previous technological revolutions provide mixed evidence.,History;Fundamentals,history,
Generative AI Era,The period beginning approximately in 2022 with the release of ChatGPT DALL-E 2 and Stable Diffusion when generative AI models capable of creating text images code and other content became widely accessible to the public transforming creative industries and knowledge work.,History;Milestones,history,
Foundation Models,A term coined by researchers at Stanford in 2021 describing large AI models trained on broad data that can be adapted to a wide range of downstream tasks. Foundation models like GPT-4 BERT and DALL-E represent a paradigm shift toward general-purpose AI systems.,History;Milestones,history,
Multimodal AI History,The development of AI systems that can process and generate multiple types of data (text images audio video). From early separate modality systems to unified multimodal models like GPT-4V and Gemini that natively handle diverse input and output types.,History;Milestones,history,
Zero-Shot Learning History,The development of zero-shot learning from early attribute-based approaches to modern large language models that perform tasks without task-specific training examples. GPT-3 (2020) demonstrated remarkable zero-shot capabilities through large-scale pre-training.,History;Milestones,history,
Few-Shot Learning History,The evolution of few-shot learning from early work on one-shot learning (Li Fei-Fei 2003) through meta-learning approaches (MAML 2017) to in-context learning in large language models (GPT-3 2020) where models learn from just a few examples.,History;Milestones,history,
Self-Supervised Learning History,The development of self-supervised learning where models learn representations from unlabeled data by solving pretext tasks. From autoencoders and word2vec through BERT's masked language modeling to contrastive learning methods like SimCLR and CLIP.,History;Milestones,history,
Contrastive Learning,A self-supervised learning approach that learns representations by contrasting positive pairs against negative pairs. Methods like SimCLR (Chen et al. 2020) and CLIP (Radford et al. 2021) demonstrated that contrastive objectives produce powerful visual and multimodal representations.,History;Milestones,history,
CLIP,Contrastive Language-Image Pre-training a model developed by OpenAI in 2021 that learns visual concepts from natural language supervision. CLIP connects text and images in a shared embedding space enabling zero-shot image classification and powering text-to-image systems.,History;Systems,history,
Diffusion Models History,The development of diffusion-based generative models from the theoretical foundation by Sohl-Dickstein et al. (2015) through denoising diffusion probabilistic models (Ho et al. 2020) to practical image generation systems like DALL-E 2 Stable Diffusion and Midjourney.,History;Milestones,history,
Flow Matching,A generative modeling approach that learns continuous normalizing flows by regressing onto conditional probability paths. Introduced by Lipman et al. (2022) flow matching provides a simpler and more efficient alternative to diffusion models for generative tasks.,History;Milestones,history,
Chain-of-Thought Discovery,The discovery that prompting large language models to think step by step dramatically improves their reasoning performance. Introduced by Jason Wei et al. at Google Brain in 2022 chain-of-thought prompting became one of the most influential prompt engineering techniques.,History;Milestones,history,
In-Context Learning Discovery,The finding that large language models can learn to perform new tasks by conditioning on a few examples provided in the input context without any gradient updates. Demonstrated prominently by GPT-3 (2020) in-context learning challenged traditional ML paradigms.,History;Milestones,history,
Prompt Engineering Emergence,The emergence of prompt engineering as a discipline for designing effective inputs to large language models. As LLMs became more capable the art and science of crafting prompts to elicit desired behaviors became a critical skill in AI application development.,History;Milestones,history,
AI Chip Race,The competition among semiconductor companies to develop specialized chips optimized for AI workloads. Key players include NVIDIA (GPU) Google (TPU) Intel (Gaudi) AMD (Instinct) and startups like Cerebras Graphcore and SambaNova.,History;Milestones,history,
Cerebras Systems,An AI hardware company founded in 2016 that developed the Wafer Scale Engine the largest chip ever built. The CS-2 system uses an entire silicon wafer as a single chip providing massive parallelism for training large neural networks.,History;Organizations,history,
Graphcore,A British semiconductor company founded in 2016 that developed the Intelligence Processing Unit (IPU) designed specifically for machine learning workloads. Graphcore's architecture emphasizes support for sparse and irregular computation patterns common in AI.,History;Organizations,history,
NVIDIA AI Dominance,NVIDIA's emergence as the dominant provider of AI computing hardware through its GPU technology. From gaming graphics to AI training NVIDIA's CUDA platform A100 and H100 GPUs became the standard infrastructure for training large language models and other AI systems.,History;Milestones,history,
Mistral AI,A French AI company founded in 2023 by former Google DeepMind and Meta researchers including Arthur Mensch. Mistral AI developed efficient open-source language models including Mistral 7B and Mixtral demonstrating that smaller well-trained models can compete with larger ones.,History;Organizations,history,
Cohere,A Canadian AI company founded in 2019 by former Google Brain researchers including Aidan Gomez a co-author of the Transformer paper. Cohere provides enterprise-focused language AI products and has contributed to making transformer-based NLP accessible to businesses.,History;Organizations,history,
AI2 (Allen Institute for AI),A research institute founded by Paul Allen in 2014 dedicated to AI research for the common good. AI2 has produced influential work including Semantic Scholar the ARC benchmark ELMo and various open-source NLP tools and datasets.,History;Organizations,history,
Weights and Biases,A machine learning operations (MLOps) platform founded in 2017 that provides experiment tracking model management and dataset versioning tools. W&B became widely adopted in AI research and industry for organizing and reproducing machine learning experiments.,History;Organizations,history,
Kaggle,A platform for data science and machine learning competitions founded in 2010 and acquired by Google in 2017. Kaggle hosts competitions provides datasets and offers a collaborative notebook environment that has become central to the ML community.,History;Organizations,history,
Stanford HAI,The Stanford Institute for Human-Centered Artificial Intelligence founded in 2019 by Fei-Fei Li and John Etchemendy. HAI conducts interdisciplinary AI research publishes the annual AI Index Report and advises policymakers on AI governance and ethics.,History;Organizations,history,
Berkeley AI Research Lab,The Berkeley Artificial Intelligence Research Laboratory (BAIR) at UC Berkeley conducting research across computer vision NLP robotics and machine learning. BAIR has produced influential work on reinforcement learning robotic manipulation and open-source AI tools.,History;Organizations,history,
Yoshua Bengio Universal Approximation,The 1989 work by George Cybenko and subsequent contributions by Kurt Hornik and others proving that neural networks with a single hidden layer can approximate any continuous function. This universal approximation theorem provided theoretical justification for neural networks.,History;Milestones,history,
Vanishing Gradient Problem,A difficulty encountered in training deep neural networks where gradients become exponentially small as they are propagated backward through many layers. Identified by Sepp Hochreiter in 1991 the problem motivated the development of LSTM ReLU and residual connections.,History;Milestones,history,
Exploding Gradient Problem,A complementary problem to vanishing gradients where gradients grow exponentially during backpropagation causing unstable training. Solutions include gradient clipping proper weight initialization and architectural innovations like LSTM and residual networks.,History;Fundamentals,history,
Xavier Initialization,A weight initialization method proposed by Xavier Glorot and Yoshua Bengio in 2010 that sets initial weights based on the number of input and output neurons. Proper initialization helps maintain the variance of activations across layers preventing vanishing or exploding gradients.,History;Milestones,history,
He Initialization,A weight initialization method proposed by Kaiming He et al. in 2015 designed specifically for networks using ReLU activation functions. He initialization accounts for the non-linearity of ReLU by scaling initial weights appropriately enabling training of very deep networks.,History;Milestones,history,
Adam Optimizer,An adaptive learning rate optimization algorithm introduced by Diederik Kingma and Jimmy Ba in 2014. Adam combines the advantages of AdaGrad and RMSprop maintaining per-parameter learning rates that adapt based on first and second moment estimates of gradients.,History;Milestones,history,
Stochastic Gradient Descent History,The development of stochastic gradient descent from the work of Herbert Robbins and Sutton Monro (1951) through mini-batch SGD to modern variants like Adam and SGD with momentum. SGD remains the fundamental optimization algorithm for training neural networks.,History;Fundamentals,history,
Universal Approximation Theorem,A theorem proving that feedforward neural networks with a single hidden layer containing a finite number of neurons can approximate any continuous function on compact subsets of R^n. First proved by George Cybenko in 1989 for sigmoid networks.,History;Fundamentals,history,
Autoencoder History,The development of autoencoders from early work on data compression (Hinton and Salakhutdinov 2006) through denoising autoencoders (Vincent et al. 2008) variational autoencoders (Kingma and Welling 2013) to modern representation learning applications.,History;Fundamentals,history,
Self-Attention Mechanism,A mechanism that allows each position in a sequence to attend to all other positions introduced as a key component of the Transformer architecture (Vaswani et al. 2017). Self-attention enables capturing long-range dependencies without recurrence or convolution.,History;Fundamentals,history,
Multi-Head Attention,An extension of the attention mechanism used in Transformers where multiple attention heads operate in parallel each learning different aspects of the relationships between tokens. Multi-head attention enables the model to jointly attend to information from different representation subspaces.,History;Fundamentals,history,
Positional Encoding,A technique used in Transformer models to inject information about the position of tokens in a sequence. Since Transformers process all tokens in parallel positional encodings (sinusoidal or learned) provide the necessary ordering information.,History;Fundamentals,history,
Layer Normalization,A normalization technique introduced by Jimmy Lei Ba Jamie Ryan Kiros and Geoffrey Hinton in 2016. Unlike batch normalization layer normalization normalizes across features for each individual example making it suitable for recurrent and transformer architectures.,History;Fundamentals,history,
Skip Connections,Direct connections between non-adjacent layers in a neural network that allow gradients and information to bypass intermediate layers. Introduced in ResNet (He et al. 2015) skip connections enabled training of very deep networks and became standard in modern architectures.,History;Fundamentals,history,
Depthwise Separable Convolution,A factored convolution operation that splits a standard convolution into a depthwise convolution and a pointwise convolution. Used in MobileNet (Howard et al. 2017) and Xception (Chollet 2017) this technique dramatically reduces computational cost while maintaining accuracy.,History;Fundamentals,history,
Neural Ordinary Differential Equations,A class of deep learning models introduced by Chen et al. in 2018 that parameterize the derivative of the hidden state using a neural network. Neural ODEs provide continuous-depth models and won the Best Paper award at NeurIPS 2018.,History;Milestones,history,
Graph Neural Network History,The development of neural networks for graph-structured data from early spectral approaches (Bruna et al. 2013) through Graph Convolutional Networks (Kipf and Welling 2017) to modern message-passing frameworks and their applications in chemistry and social networks.,History;Milestones,history,
Capsule Networks,A neural network architecture proposed by Geoffrey Hinton and colleagues (Sabour et al. 2017) that uses groups of neurons (capsules) to represent spatial hierarchies and part-whole relationships. Capsule networks aimed to address limitations of CNNs in understanding spatial relationships.,History;Systems,history,
Vision Transformer,The application of the Transformer architecture to computer vision introduced by Dosovitskiy et al. (2020) in the ViT paper. Vision Transformers process images as sequences of patches demonstrating that attention-based architectures can match or exceed CNNs for image classification.,History;Systems,history,
Mamba Architecture,A selective state space model architecture introduced by Albert Gu and Tri Dao in December 2023. Mamba provides an alternative to Transformers with linear-time sequence processing through selective state space mechanisms enabling efficient handling of very long sequences.,History;Systems,history,
State Space Models,A class of sequence models based on state space representations from control theory. Modern structured state space models (S4 by Gu et al. 2021) provide alternatives to Transformers for sequence modeling with advantages in handling very long sequences efficiently.,History;Systems,history,
Retrieval-Augmented Generation History,The development of RAG from the original paper by Lewis et al. at Facebook AI in 2020 to widespread adoption in enterprise AI. RAG combines retrieval from external knowledge bases with language model generation reducing hallucinations and enabling knowledge updates.,History;Milestones,history,
AI Hallucination Problem,The phenomenon where AI language models generate plausible-sounding but factually incorrect or fabricated information. Recognized as a major challenge for deploying LLMs in production hallucinations have motivated research into grounding retrieval augmentation and uncertainty estimation.,History;Fundamentals,history,
Prompt Injection,A security vulnerability in AI systems where malicious inputs cause the model to ignore its instructions and follow attacker-controlled directions instead. Discovered as LLMs were deployed in production prompt injection represents a novel class of AI security threats.,History;Fundamentals,history,
Red Teaming in AI,The practice of systematically testing AI systems by attempting to elicit harmful undesired or unsafe outputs. Red teaming has become a standard practice in AI safety with organizations like Anthropic and OpenAI conducting extensive red team evaluations before model releases.,History;Fundamentals,history,
AI Safety Research,The field of research dedicated to ensuring that AI systems are safe beneficial and aligned with human values. AI safety encompasses technical alignment research governance frameworks and practical safety engineering for deployed AI systems.,History;Fundamentals,history,
Interpretability Research,The field of AI research focused on understanding how neural networks make decisions and what they have learned. Approaches include mechanistic interpretability probing studies visualization techniques and formal verification of neural network properties.,History;Fundamentals,history,
Mechanistic Interpretability,An approach to understanding neural networks by reverse-engineering the algorithms they implement. Pioneered by researchers at Anthropic and others mechanistic interpretability aims to identify specific circuits features and mechanisms within trained models.,History;Fundamentals,history,
Sparse Autoencoder,A variant of the autoencoder trained with a sparsity constraint encouraging the model to learn a representation where most neurons are inactive for any given input. Used in mechanistic interpretability research to identify interpretable features in neural network activations.,History;Fundamentals,history,
